ID,national_inv,lead_time,in_transit_qty,forecast_3_month,forecast_6_month,forecast_9_month,sales_1_month,sales_3_month,sales_6_month,sales_9_month,min_bank,potential_issue,pieces_past_due,perf_6_month_avg,perf_12_month_avg,local_bo_qty,deck_risk,oe_constraint,ppap_risk,stop_auto_buy,rev_stop,back_order
20656,1,8,1,11,11,17,2,10,15,18,3,0,0,0.79,0.66,0,0,0,0,1,0,1
20657,4,8,0,0,0,0,3,7,12,19,0,0,0,0.42,0.64,0,1,0,0,1,0,0
20658,1304,2,0,0,0,0,0,0,1,1,1,0,0,0.9,0.95,0,0,0,0,1,0,0
20659,0,4,5,4,5,5,0,0,0,0,0,0,0,0.73,0.78,0,1,0,0,1,0,0
20660,0,2,0,2287,3247,4207,0,1,1,1,144,0,0,0.33,0.33,0,0,0,0,1,0,1
20661,6,2,0,25,41,65,19,46,61,78,1,0,0,0.98,0.94,0,0,0,0,1,0,1
20662,340,8,0,0,0,0,1,19,30,40,2,0,0,0.94,0.88,0,0,0,0,1,0,0
20663,12,8,0,10,10,20,5,10,19,29,0,0,0,0.99,0.94,0,0,0,0,1,0,0
20664,84,8,0,0,0,0,0,3,11,17,0,0,0,0.99,0.99,0,0,0,0,1,0,0
20665,6,4,1,0,0,0,0,0,0,0,0,0,0,0.73,0.78,0,1,0,0,1,0,0
20666,176,12,45,137,222,387,71,209,350,543,29,0,0,0.93,0.74,0,0,0,0,1,0,0
20667,1,8,1,2,3,5,1,3,3,5,0,0,0,0.74,0.73,0,0,0,0,1,0,0
20668,22,9,15,0,0,12,2,15,31,47,15,0,0,0.87,0.89,0,0,0,0,1,0,0
20669,5,8,0,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0,0,0,1,1,0,0
20670,16,2,0,0,0,0,1,1,1,2,0,0,0,0.9,0.92,0,0,0,0,1,0,0
20671,91,8,0,0,0,0,0,0,0,0,0,0,0,0.97,0.98,0,0,0,1,1,0,0
20672,0,8,0,0,0,0,0,0,0,0,0,0,0,0.73,0.78,0,0,0,0,1,0,0
20673,6,4,0,0,0,0,0,1,2,3,0,0,0,0.73,0.78,0,0,0,0,1,0,0
20674,11,8,0,0,0,0,0,0,0,0,0,0,0,0.78,0.76,0,1,0,0,1,0,0
20675,1,9,0,3,4,5,3,5,5,5,0,0,0,0.93,0.78,0,0,0,0,1,0,0
20676,213,2,0,0,0,0,9,21,46,76,4,0,0,0.86,0.86,0,0,0,0,1,0,0
20677,1,8,0,1,1,1,0,0,1,1,0,0,0,0.9,0.92,0,0,0,0,1,0,0
20678,4,2,0,0,0,0,0,0,0,0,0,0,0,0.68,0.64,0,0,0,0,1,0,0
20679,0,8,0,10,15,15,10,13,18,27,0,0,0,0.56,0.46,0,0,0,0,1,0,1
20680,9,8,80,350,500,800,69,237,427,4118,23,0,0,0.82,0.91,0,0,0,0,1,0,1
20681,0,2,0,14,20,20,0,0,0,0,0,0,0,0.61,0.62,0,0,0,0,1,0,1
20682,4,2,0,9,9,9,1,3,7,11,0,0,0,-99,0,0,0,0,0,1,0,1
20683,17,8,0,0,0,0,3,9,13,17,3,0,0,0.99,0.98,0,0,0,0,1,0,0
20684,-15,8,0,29,32,38,20,22,28,28,6,0,0,0.68,0.57,15,0,0,0,1,0,0
20685,2,8,1,1,1,4,2,7,11,14,0,0,0,0.98,0.99,0,0,0,0,1,0,0
20686,179,8,0,0,0,0,1,1,3,4,1,0,0,0.99,0.99,0,0,0,0,1,0,0
20687,21,2,0,0,0,0,0,2,8,8,1,0,0,0.86,0.89,0,0,0,1,1,0,0
20688,17,2,0,24,48,96,8,34,50,73,0,0,0,-99,-99,0,0,0,0,1,0,1
20689,1,8,0,36,36,36,9,16,25,43,6,0,0,0.75,0.86,0,0,0,0,1,0,1
20690,0,2,0,1,1,1,1,2,2,2,0,0,0,0.8,0.82,0,1,0,0,1,0,1
20691,16,11,0,12,33,54,4,12,38,58,2,0,0,0.85,0.76,0,0,0,0,1,0,0
20692,79,8,22,114,206,298,33,113,198,296,34,0,0,0.95,0.97,0,0,0,0,1,0,0
20693,-36,12,1,355,431,540,39,128,211,359,45,0,11,0.88,0.85,40,0,0,0,1,0,1
20694,392,8,0,1120,1680,2520,346,1070,2036,2897,645,0,0,0.08,0.05,0,0,0,1,1,0,1
20695,25,4,0,0,0,0,0,0,0,0,1,0,0,0.98,0.97,0,0,0,1,1,0,0
20696,37,8,0,200,280,340,29,89,170,281,39,0,40,1,0.88,0,0,0,0,1,0,1
20697,66,2,55,112,240,376,43,160,280,391,43,0,0,0.82,0.68,0,0,0,0,1,0,0
20698,1,8,0,4,7,11,2,4,8,10,0,0,0,0.73,0.73,0,0,0,0,1,0,1
20699,1,8,0,5,8,11,0,4,9,10,2,0,0,0,0.43,0,0,0,0,1,0,1
20700,2,8,0,1,1,1,0,0,2,3,0,0,0,0.76,0.77,0,0,0,1,1,0,0
20701,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20702,5,2,0,10,20,30,3,15,34,44,1,0,0,0.99,0.99,0,0,0,0,1,0,0
20703,1,12,0,1,1,1,0,0,1,1,0,0,0,0.73,0.79,0,0,0,0,1,0,0
20704,1,9,0,0,0,0,0,0,0,0,1,0,0,0.43,0.45,0,0,0,0,1,0,0
20705,7,9,0,0,0,0,0,0,0,0,0,0,0,0.86,0.84,0,0,0,0,1,0,0
20706,14,8,0,12,12,12,6,11,27,46,3,0,0,0.99,0.99,0,0,0,1,1,0,0
20707,48,2,0,0,0,0,0,0,1,1,1,0,0,0.96,0.96,0,0,0,0,1,0,0
20708,1,52,0,0,0,0,0,0,4,5,2,0,0,1,1,0,1,0,0,1,0,0
20709,7,12,0,0,0,0,0,0,0,0,0,0,0,0.78,0.78,0,0,0,0,1,0,0
20710,8,2,0,0,0,0,5,35,35,35,0,0,0,0.73,0.69,0,0,0,0,1,0,1
20711,6,2,0,0,0,0,0,0,0,0,0,0,0,1,0.99,0,1,0,0,1,0,0
20712,22,2,10,19,19,19,1,1,1,1,5,0,0,0.99,0.99,0,1,0,0,1,0,0
20713,18,8,0,20,40,60,9,24,40,54,0,0,0,0.97,0.95,0,0,0,0,1,0,0
20714,69,8,0,0,0,0,0,6,15,16,0,0,0,0.36,0.44,0,1,0,0,1,0,0
20715,3,8,0,0,1,2,0,0,2,2,0,0,0,0.79,0.87,0,0,0,0,1,0,1
20716,1,2,0,0,0,0,0,0,0,0,0,0,0,0.96,0.97,0,1,0,0,1,0,0
20717,50,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
20718,4,8,0,12,22,30,2,9,16,23,0,0,0,0.48,0.39,0,0,0,0,1,0,0
20719,3,2,0,0,0,0,0,0,0,0,0,0,0,0.32,0.27,0,1,0,1,1,0,0
20720,1,8,0,9,13,17,1,5,8,10,0,0,0,0.79,0.67,0,0,0,0,1,0,1
20721,13,2,0,0,0,0,0,0,0,0,0,0,0,0.68,0.64,0,0,0,0,1,0,0
20722,56,8,0,0,0,0,0,4,8,11,0,0,0,0.82,0.79,0,0,0,0,1,0,0
20723,1559,8,232,2070,4380,6270,669,1678,3637,5626,657,0,0,0.97,0.98,100,0,0,0,1,0,0
20724,10,8,0,0,0,0,0,0,0,1,1,0,0,0.8,0.86,0,0,0,0,1,0,0
20725,3,12,0,0,0,0,0,0,0,0,0,0,0,0.77,0.73,0,0,0,0,1,0,0
20726,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20727,-3,8,0,24,38,52,10,22,31,41,5,0,0,0.71,0.66,3,0,0,0,1,0,1
20728,4,10,0,0,0,1,0,0,2,3,0,0,0,0.89,0.9,0,0,0,0,1,0,0
20729,-3,8,0,12,14,20,0,7,17,19,1,0,0,0.76,0.84,3,0,0,0,1,0,1
20730,13,2,8,33,73,118,11,39,72,111,0,0,0,0.82,0.75,0,0,0,1,1,0,0
20731,2,12,0,0,0,0,0,0,0,0,0,0,0,0.63,0.72,0,0,0,0,1,0,0
20732,194,4,120,30,150,270,6,15,16,16,41,0,0,0.64,0.69,0,0,0,1,1,0,0
20733,2,12,0,0,0,0,0,0,0,0,0,0,0,0.57,0.7,0,0,0,0,1,0,0
20734,7,4,0,0,2,4,1,2,5,7,2,0,0,0.43,0.45,0,0,0,0,1,0,0
20735,5,2,0,0,0,0,0,0,0,0,0,0,0,0.61,0.62,0,1,0,0,1,0,0
20736,3,2,0,0,0,0,0,0,1,1,1,0,0,0.74,0.76,0,0,0,0,1,0,1
20737,1,8,0,0,0,0,0,0,0,0,0,0,0,0.99,0.98,0,0,0,0,1,0,0
20738,0,8,0,4,4,6,1,2,4,4,0,0,0,0.81,0.82,0,0,0,0,1,0,1
20739,0,4,0,5,5,5,0,0,0,0,0,0,0,0.7,0.66,0,1,0,0,1,0,0
20740,158,8,12,168,294,462,71,186,394,557,85,0,0,0.99,0.98,1,0,0,0,1,0,0
20741,0,8,0,1,2,2,0,0,1,1,1,0,0,0.5,0.46,0,0,0,0,1,0,0
20742,48,2,0,0,0,0,0,46,46,46,0,0,0,0.99,0.95,0,1,0,0,1,0,0
20743,49,0,19,226,378,539,67,161,259,321,71,0,0,0,0,0,0,0,0,0,0,1
20744,4,2,0,0,20,20,0,0,0,0,0,0,0,0.9,0.95,0,1,0,0,1,0,0
20745,11,12,0,0,0,0,0,0,0,0,0,0,0,0.63,0.72,0,0,0,0,1,0,0
20746,20,2,0,0,0,0,0,0,0,0,0,0,0,0.78,0.74,0,1,0,1,1,0,0
20747,2,9,0,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0,0,0,0,1,0,0
20748,5,8,0,0,7,7,0,2,3,4,0,0,0,0.95,0.97,0,0,0,0,1,0,0
20749,0,9,0,41,81,113,13,32,55,95,0,0,0,0.34,0.41,0,0,0,0,1,0,1
20750,347,2,45,225,450,825,56,234,524,744,94,0,0,1,1,0,0,0,0,1,0,0
20751,4,12,0,0,0,0,0,0,0,0,0,0,0,0.63,0.72,0,0,0,0,1,0,0
20752,200,8,0,0,0,0,1,8,8,9,0,0,0,0.94,0.86,0,0,0,0,1,0,0
20753,6,2,0,0,0,5,1,2,9,15,0,0,0,0.98,0.97,0,1,0,0,1,0,1
20754,10,8,0,17,37,53,10,27,47,74,0,0,0,0.82,0.78,0,0,0,0,1,0,0
20755,8,8,0,0,0,0,0,0,1,1,0,0,0,0.37,0.34,0,0,0,0,1,0,0
20756,46,4,0,0,0,0,0,0,0,0,0,0,0,0.73,0.78,0,0,0,0,1,0,0
20757,26,8,0,0,0,0,0,0,0,0,1,0,0,0.5,0.82,0,0,0,0,1,0,0
20758,4,8,0,0,0,0,0,0,1,4,0,0,0,1,0.99,0,1,0,0,1,0,0
20759,2,12,0,0,1,2,2,3,6,7,0,0,0,0.78,0.78,0,0,0,0,1,0,1
20760,4,8,0,0,0,0,0,0,1,2,0,0,0,0.17,0.33,0,0,0,0,1,0,0
20761,133,8,51,51,153,221,32,108,231,371,132,0,0,0.63,0.68,0,0,0,0,1,0,0
20762,7,12,0,2,2,2,0,0,0,0,0,0,0,0.48,0.48,0,1,0,0,1,0,0
20763,367,12,1,0,0,0,21,90,169,286,52,0,0,0.98,0.95,0,0,0,0,1,0,0
20764,0,8,0,0,0,0,0,0,0,0,0,0,0,-99,-99,0,0,0,0,1,0,0
20765,20,8,0,0,0,0,0,0,0,0,0,0,0,0.79,0.78,0,0,0,0,1,0,0
20766,12,2,0,0,0,0,0,0,0,0,0,0,0,0.89,0.95,0,1,0,0,1,0,0
20767,3,12,0,0,0,0,0,0,0,1,0,0,0,0.27,0.22,0,0,0,0,1,0,0
20768,3,2,0,2,3,3,0,0,0,0,0,0,0,0.35,0.37,0,1,0,0,1,0,0
20769,3,14,0,0,0,0,0,0,0,0,2,0,0,0.99,0.99,0,0,0,0,1,0,0
20770,154,8,0,0,0,0,9,23,81,93,0,0,0,1,1,0,0,0,0,1,0,1
20771,1,14,0,27,27,32,2,11,19,27,2,0,0,0.41,0.45,0,0,0,0,1,0,1
20772,1,8,0,1,2,2,1,1,4,4,0,0,0,0.85,0.59,0,0,0,0,1,0,1
20773,10,2,0,0,0,0,0,0,0,0,1,0,0,0.83,0.8,0,0,0,0,1,0,0
20774,2,2,0,19,37,56,2,5,7,7,2,0,0,0.98,0.98,0,1,0,1,1,0,1
20775,154,8,5,0,0,96,20,59,105,173,32,0,0,0.94,0.88,0,0,0,0,1,0,0
20776,25,8,0,13,43,67,3,21,39,73,2,0,0,0.98,0.94,0,0,0,0,1,0,0
20777,10478,8,1943,3300,8712,12540,1089,3052,11013,18343,1759,0,3300,0.67,0.85,0,0,0,0,1,0,0
20778,203,8,21,279,670,1013,61,259,578,969,66,0,0,0.58,0.44,0,0,0,0,1,0,0
20779,2,8,0,2,5,10,0,4,7,17,1,0,0,0.99,0.94,0,0,0,0,1,0,0
20780,0,2,0,53,53,53,0,4,4,4,0,0,0,0,0.25,0,1,0,0,1,0,1
20781,0,9,0,0,0,0,0,2,2,2,0,0,0,0.86,0.84,0,0,0,0,1,0,1
20782,0,2,0,5,5,5,0,0,0,0,0,0,2,0.63,0.72,0,1,0,0,1,0,1
20783,96,8,76,144,216,288,35,152,270,423,61,0,0,0.71,0.7,0,0,0,0,1,0,0
20784,7,12,0,0,0,0,0,2,2,3,0,0,0,0.78,0.78,0,0,0,0,1,0,0
20785,0,8,0,7,9,13,2,3,6,9,0,0,0,0,0,0,0,0,0,1,0,1
20786,3,8,0,20,20,20,1,4,6,7,0,0,0,1,0.99,0,0,0,0,1,0,1
20787,2,9,0,0,0,1,0,1,1,2,1,0,0,0.99,0.99,0,0,0,0,1,0,0
20788,4,2,0,3,4,4,0,3,5,7,0,0,0,0.15,0.17,0,1,0,1,0,0,1
20789,14488,4,12090,16520,34690,58780,6889,22986,44090,73029,4493,0,0,0.91,0.93,0,0,0,0,1,0,0
20790,17,9,30,4,31,51,1,21,34,36,0,0,0,0.85,0.82,0,0,0,0,1,0,0
20791,244,2,0,160,400,640,69,248,428,677,25,0,0,0.99,0.99,0,0,0,0,1,0,0
20792,3,8,0,0,2,3,0,1,3,5,0,0,0,0.78,0.82,0,0,0,0,1,0,1
20793,41,8,0,15,30,45,2,20,47,74,11,0,0,0.53,0.54,0,0,0,1,1,0,0
20794,3,8,0,6,18,27,4,8,15,23,2,0,0,0.76,0.81,0,0,0,0,1,0,1
20795,1,8,0,16,24,32,4,11,18,26,0,0,0,0.98,0.95,0,0,0,0,1,0,0
20796,0,8,0,0,0,0,0,0,0,0,0,0,0,0.99,0.98,0,0,0,1,1,0,0
20797,243,4,0,0,0,0,6,27,27,27,21,0,0,0.73,0.78,0,0,0,0,1,0,0
20798,42,8,0,0,0,0,0,0,2,2,0,0,0,0.91,0.95,0,0,0,0,1,0,0
20799,11,12,0,0,0,0,0,0,0,0,0,0,0,0.57,0.7,0,0,0,0,1,0,0
20800,0,8,0,1,1,1,1,1,1,2,0,0,0,0.14,0.32,0,0,0,0,1,0,0
20801,440,8,0,120,240,240,41,110,299,438,90,0,0,0.57,0.59,0,0,0,0,1,0,0
20802,6,8,0,0,0,0,1,2,3,7,0,0,0,1,1,0,1,0,0,1,0,0
20803,9,2,0,0,0,0,0,0,0,0,0,0,0,0.97,0.92,0,0,0,0,1,0,0
20804,11,4,0,0,0,0,0,0,0,0,0,0,0,0.85,0.78,0,1,0,1,1,0,0
20805,15,8,0,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0,1,0,0,1,0,0
20806,255,2,0,0,0,0,2,40,52,55,3,0,0,1,0.99,0,0,0,0,1,0,0
20807,5,8,0,2,8,12,0,8,13,15,0,0,0,0.72,0.75,0,0,0,0,1,0,0
20808,28,4,0,43,43,86,5,28,48,92,23,0,0,0.46,0.49,0,0,0,0,1,0,1
20809,24,4,0,0,0,10,0,0,23,24,0,0,0,0.86,0.88,0,0,0,0,1,0,0
20810,1,8,0,0,1,1,1,1,2,3,0,0,0,0.86,0.81,0,0,0,0,1,0,0
20811,1,12,0,2,3,4,1,2,3,4,0,0,0,0.77,0.73,0,0,0,0,1,0,0
20812,86,8,3,0,21,35,18,44,91,157,21,0,0,0.95,0.96,0,0,0,0,1,0,0
20813,4,12,0,4,8,12,3,9,11,15,0,0,0,0.78,0.78,0,0,0,0,1,0,0
20814,2,2,6,6,6,6,2,4,4,4,0,0,1,0.93,0.93,0,1,0,0,1,0,1
20815,0,8,0,12,12,24,1,4,11,15,1,0,0,0.97,0.97,0,0,0,0,1,0,1
20816,10,8,0,0,0,0,0,0,0,0,2,0,0,0.52,0.63,0,0,0,1,1,0,0
20817,9,8,0,9,19,33,5,19,33,50,0,0,0,0.97,0.92,0,0,0,0,1,0,0
20818,489,8,2,108,459,800,58,273,576,899,96,0,0,0.92,0.91,0,0,0,0,1,0,0
20819,2,8,0,25,25,25,1,2,4,4,0,0,0,0.89,0.95,0,0,0,1,1,0,0
20820,289,4,339,484,911,1319,172,532,899,1219,96,0,42,0.73,0.78,0,0,0,0,1,0,0
20821,539,8,5,0,0,0,7,34,92,151,22,0,0,0.98,0.97,0,0,0,0,1,0,0
20822,0,2,0,0,0,0,0,0,0,0,202,0,0,-99,-99,0,1,0,1,1,1,0
20823,2,2,0,15,25,35,6,11,26,34,0,0,0,1,0.99,0,0,0,0,1,0,1
20824,3,4,0,0,0,0,0,0,0,0,0,0,0,0.73,0.78,0,0,0,0,1,0,0
20825,8,14,0,20,30,30,2,8,14,21,0,0,0,0.99,0.99,0,0,0,0,1,0,0
20826,1,4,0,0,0,0,0,0,0,0,0,0,0,0.73,0.78,0,1,0,0,1,0,0
20827,2,8,0,11,27,39,4,10,17,24,2,0,0,0.8,0.82,0,0,0,0,1,0,1
20828,194,8,0,0,0,0,18,29,43,68,6,0,0,0.99,0.97,0,0,0,0,1,0,0
20829,0,5,10,24,24,24,0,0,0,0,1,0,0,-99,-99,0,1,0,1,1,0,0
20830,224,8,36,95,323,494,84,213,490,735,346,0,0,0.97,0.86,0,0,0,0,1,0,0
20831,1990,8,0,0,340,1360,400,1260,2120,4240,336,0,0,0.99,0.99,200,0,0,1,1,0,0
20832,12,8,0,0,0,0,0,0,0,0,0,0,0,0.94,0.97,0,0,0,0,1,0,0
20833,1,9,0,0,0,0,0,0,0,0,1,0,0,0.7,0.66,0,0,0,0,1,0,0
20834,2,8,0,0,0,0,0,0,0,0,0,0,0,0.96,0.97,0,0,0,0,1,0,0
20835,1324,2,2187,600,1600,3000,202,2484,2803,3306,281,0,0,0.79,0.83,3,0,0,0,1,0,0
20836,2,8,0,0,0,0,0,0,0,0,0,0,0,0.54,0.71,0,0,0,1,1,0,0
20837,0,8,0,7,9,9,0,0,0,0,0,0,0,-99,0.66,0,1,0,1,1,0,0
20838,18,12,0,0,0,0,0,0,0,0,0,0,0,0.74,0.74,0,0,0,0,1,0,0
20839,2,12,0,0,0,0,0,0,0,0,0,0,0,0.78,0.78,0,0,0,0,1,0,0
20840,11,8,0,0,16,16,0,5,11,13,5,0,0,0.95,0.87,0,0,0,0,1,0,1
20841,10,2,0,5,5,5,0,0,0,0,0,0,0,0.82,0.91,0,1,0,0,1,0,0
20842,100,8,0,0,0,0,0,2,2,5,4,0,0,0,0.5,0,0,0,0,1,0,0
20843,3,12,0,25,25,25,0,0,0,0,1,0,0,0.48,0.48,0,1,0,0,1,0,0
20844,-13,8,0,21,26,26,1,14,19,23,16,0,0,0.73,0.73,13,0,0,0,1,0,1
20845,10,8,0,0,0,0,0,0,0,0,1,0,0,0.35,0.36,0,0,0,0,1,0,0
20846,1308,2,1014,2080,6240,6240,4,4,4,4,231,0,0,0.99,0.98,0,0,0,0,1,0,0
20847,20,9,1,33,63,90,5,27,65,95,5,0,0,0.61,0.69,0,0,0,0,1,0,0
20848,75,9,58,142,142,142,0,16,93,94,0,0,0,0.85,0.82,0,1,0,0,1,0,0
20849,1,8,0,52,96,140,22,53,70,70,0,0,0,0.7,0.74,0,0,0,0,1,0,1
20850,117,8,0,0,0,0,1,2,2,2,0,0,0,0.75,0.88,0,0,0,0,1,0,0
20851,0,8,0,24,24,24,0,0,0,0,0,0,0,0.53,0.54,0,0,0,1,1,0,0
20852,3,8,0,20,20,20,2,4,7,7,0,0,0,1,0.99,0,0,0,0,1,0,1
20853,9,9,1,7,14,28,12,19,34,41,4,0,0,0.95,0.89,0,0,0,0,1,0,1
20854,4,2,0,0,0,0,0,0,0,0,0,0,0,0.98,0.97,0,0,0,0,1,0,1
20855,52,8,0,0,0,0,0,0,0,0,1,0,0,0.79,0.79,0,0,0,0,1,0,0
20856,5,4,0,0,0,0,0,1,1,2,0,0,0,0.73,0.78,0,1,0,0,1,0,0
20857,6,4,0,0,0,1,0,0,0,2,0,0,0,0.69,0.68,0,1,0,1,1,0,0
20858,8,8,0,0,0,0,1,4,9,11,1,0,0,0.99,0.97,0,0,0,0,1,0,1
20859,211,12,0,0,0,0,0,0,0,0,0,0,0,0.71,0.61,0,0,0,0,1,0,0
20860,11,2,0,24,44,64,21,63,86,132,3,0,0,0.27,0.39,0,0,1,0,1,0,1
20861,31,8,0,0,0,0,0,3,12,15,3,0,0,0.5,0.6,0,1,0,1,1,0,0
20862,21,8,0,0,0,13,2,5,16,26,1,0,0,0.99,0.99,0,0,0,0,1,0,0
20863,0,0,0,62,134,217,1,1,1,1,27,0,0,0,0,0,1,0,0,1,0,1
20864,150,2,104,36,156,284,6,7,8,8,29,0,0,0.15,0.1,0,0,0,0,1,0,0
20865,32,9,44,45,98,128,13,46,94,127,0,0,0,0.85,0.82,0,0,0,0,1,0,0
20866,17,8,0,60,120,140,14,57,98,139,0,0,0,0.64,0.64,0,0,0,0,1,0,1
20867,0,2,0,12,12,12,0,0,0,0,0,0,0,1,0.99,0,1,0,1,1,0,1
20868,-4,8,0,7,9,10,10,10,14,15,1,0,0,0.35,0.37,4,0,0,0,1,0,1
20869,2,9,0,0,0,0,0,0,1,2,0,0,0,0.99,0.99,0,0,0,0,1,0,0
20870,0,2,0,29,53,63,0,0,0,0,0,0,18,0.7,0.75,0,1,0,1,1,0,1
20871,7,10,0,0,0,0,0,1,1,2,1,0,0,0.77,0.84,0,0,0,0,1,0,0
20872,39,8,0,24,72,118,4,31,69,124,23,0,0,0.09,0.07,0,0,0,0,1,0,0
20873,1,8,0,2,4,5,1,3,3,6,0,0,0,0.85,0.56,0,0,0,0,1,0,1
20874,12,2,0,0,0,12,0,3,8,9,0,0,0,0.99,0.99,0,0,0,0,1,0,0
20875,21,12,0,50,50,50,5,23,40,53,0,0,0,0.95,0.86,0,0,0,0,1,0,0
20876,77,8,12,80,160,240,20,70,125,189,35,0,0,0.77,0.82,0,0,0,0,1,0,0
20877,10,12,0,50,106,148,10,34,69,109,24,0,0,1,0.99,0,0,0,0,1,0,1
20878,16,4,0,0,0,0,0,0,0,0,0,0,0,0.73,0.78,0,0,0,0,1,0,0
20879,24,8,0,0,0,0,0,0,0,0,2,0,0,0.98,0.98,0,0,0,0,1,0,0
20880,0,8,0,7,9,13,1,5,7,11,0,0,0,0.79,0.87,0,0,0,0,1,0,1
20881,2,8,0,0,1,1,0,1,1,1,0,0,0,0.18,0.31,0,0,0,0,1,0,0
20882,4,16,0,16,16,16,0,1,2,6,0,0,0,0.38,0.44,0,0,0,0,1,0,0
20883,0,8,5,14,20,35,0,10,19,26,3,0,0,0.85,0.88,0,0,0,0,1,0,0
20884,37,12,0,0,0,0,0,0,0,0,1,0,0,0.77,0.73,0,0,0,0,1,0,0
20885,33,4,0,0,0,0,0,0,10,12,0,0,0,0.84,0.86,0,0,0,0,1,0,0
20886,88,4,17,22,44,66,14,37,83,119,18,0,0,0.73,0.78,0,0,0,0,1,0,0
20887,1,2,0,1,2,2,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0
20888,1,12,0,0,0,0,0,0,0,0,0,0,0,0.82,0.79,0,0,0,0,1,0,0
20889,604,2,72,1414,2520,3584,967,2069,4050,6320,232,0,0,0.55,0.55,0,0,0,0,1,0,0
20890,8,12,0,4,12,16,2,6,13,17,0,0,0,0.98,0.97,0,0,0,0,1,0,0
20891,24,9,0,0,0,0,0,0,0,0,2,0,0,1,0.99,0,0,0,0,1,0,0
20892,11,8,0,0,0,0,0,1,1,1,0,0,0,0.83,0.85,0,0,0,0,1,0,0
20893,-1,2,0,110,110,110,63,130,130,130,0,0,0,0.11,0.08,1,1,0,0,1,0,1
20894,2,9,0,1,2,4,0,2,2,5,0,0,0,0.43,0.45,0,0,0,0,1,0,1
20895,12,2,0,0,0,0,0,0,0,1,0,0,0,0.98,0.97,0,1,0,0,1,0,0
20896,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1,0,0
20897,13,12,5,0,0,0,0,0,0,0,1,0,0,0.58,0.58,0,1,0,0,1,0,0
20898,98,8,5,11,33,66,13,32,94,168,15,0,0,0.95,0.95,0,0,0,0,1,0,0
20899,0,2,0,5,7,8,0,0,0,0,0,0,0,0.98,0.98,0,0,0,0,1,0,1
20900,28,2,0,33,66,99,11,34,65,86,1,0,0,0.96,0.93,0,0,0,0,1,0,0
20901,0,4,0,0,0,0,0,0,0,0,0,0,0,0.73,0.78,0,0,0,0,1,0,0
20902,53,8,0,0,0,0,6,11,20,31,0,0,0,0.96,0.67,0,0,0,0,1,0,0
20903,9,8,0,70,70,70,1,2,2,5,0,0,0,0.5,0.52,0,1,0,0,1,0,0
20904,43,8,0,322,466,594,50,154,327,517,596,0,16,0.33,0.57,0,0,0,1,1,0,1
20905,11,2,0,0,0,0,1,1,3,4,0,0,0,0,0.26,0,0,0,0,1,0,0
20906,11,12,0,0,0,0,4,9,9,9,1,0,0,0.58,0.58,0,1,0,0,1,0,1
20907,0,2,0,2,2,7,0,0,0,0,0,0,0,0.78,0.82,0,0,0,1,1,0,1
20908,1,8,0,12,26,40,3,7,15,24,1,0,0,0.98,0.95,0,0,0,0,1,0,0
20909,1,8,0,3,4,4,0,3,4,7,0,0,0,0.79,0.66,0,0,0,0,1,0,1
20910,0,8,0,3,5,7,0,0,3,7,2,0,0,0.84,0.78,0,0,0,1,1,0,1
20911,2156,8,0,0,0,0,5,12,27,42,3,0,0,0.98,0.96,0,0,0,0,1,0,0
20912,64,8,0,0,0,0,4,15,26,47,14,0,0,0.93,0.94,0,0,0,0,1,0,0
20913,7,8,0,0,12,24,1,7,16,20,0,0,0,0.68,0.75,0,0,0,0,1,0,0
20914,0,12,0,5,6,6,0,0,0,0,0,0,0,0.57,0.68,0,0,0,0,1,0,0
20915,60,8,0,22,22,22,4,17,40,72,6,0,0,0.96,0.82,0,0,0,0,1,0,0
20916,0,2,0,14,14,14,0,0,0,0,0,0,0,0.69,0.71,0,1,0,0,1,0,0
20917,245,8,0,600,600,600,0,0,0,0,0,0,0,1,0.93,0,0,0,0,1,0,0
20918,79,2,0,0,0,0,0,3,6,6,0,0,0,1,0.99,0,1,0,1,1,0,0
20919,18,4,0,0,0,0,0,0,0,2,0,0,0,0.73,0.78,0,0,0,0,1,0,0
20920,2,2,0,2,2,2,0,0,1,2,1,0,0,0.38,0.4,0,1,0,0,1,0,0
20921,0,2,0,5,8,9,0,0,0,0,1,0,0,-99,-99,0,1,0,1,1,0,0
20922,3,12,0,0,0,0,0,0,0,0,1,0,0,0.84,0.86,0,0,0,1,1,0,0
20923,129,12,0,0,0,0,0,0,3,3,2,0,0,1,1,0,0,0,1,1,0,0
20924,11,2,0,0,0,0,0,0,0,0,1,0,0,0.88,0.94,0,0,0,0,1,0,0
20925,6,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
20926,897,9,0,0,0,0,2,5,12,15,0,0,0,0.99,0.98,0,0,0,1,1,0,0
